CWE-22,CWE-200	postcss	medium	GHSA-fxqj-rqcc-2cmp
CWE-22,CWE-200	prompty	high	GHSA-wxhm-2mq7-7697
CWE-22,CWE-200	vite	high	GHSA-fx2h-pf6j-xcff
CWE-22,CWE-200,CWE-918	n8n-mcp	high	GHSA-8g7g-hmwm-6rv2
CWE-22,CWE-200,CWE-943	@strapi/strapi	critical	GHSA-rjg2-95x7-8qmx
CWE-22,CWE-208	mcp-ssh-tool	high	GHSA-j7h9-2jh7-g967
CWE-22,CWE-208,CWE-209,CWE-235,CWE-330	ep_etherpad-lite	medium	GHSA-92hr-gmr6-h8cp
CWE-22,CWE-209	mcp-memory-keeper	medium	GHSA-f7wf-v2vw-mpcx
CWE-22,CWE-23	network-ai	medium	GHSA-48x2-6pr9-2jjf
CWE-22,CWE-23	network-ai	medium	GHSA-jvcm-f35g-w78p
CWE-22,CWE-284	@gitlawb/openclaude	high	GHSA-m6rx-7pvw-2f73
CWE-22,CWE-29	decompress	medium	GHSA-h39j-r5qq-r9mm
CWE-22,CWE-538	@bitbonsai/mcpvault	medium	GHSA-9c83-rr99-vfwj
CWE-22,CWE-552,CWE-862	@vitest/browser	critical	GHSA-p63j-vcc4-9vmv
CWE-22,CWE-59	@budibase/server	critical	GHSA-w7mq-r738-x278
CWE-22,CWE-59	chrome-devtools-mcp	medium	GHSA-8qf9-62x2-82pp
CWE-22,CWE-59	deepseek-tui	high	GHSA-w7wx-5q49-r59w
CWE-22,CWE-59	network-ai	medium	GHSA-6x2m-p4xp-wg22
CWE-22,CWE-59	nx	high	GHSA-vp3h-ghgh-jr7g
CWE-22,CWE-59,CWE-73	pnpm	high	GHSA-2rx9-3g3h-c2jv
CWE-22,CWE-59,CWE-732	@xhmikosr/decompress	critical	GHSA-mp2f-45pm-3cg9
CWE-22,CWE-59,CWE-78	@anthropic-ai/claude-code	high	GHSA-7835-87q9-rgvv
CWE-22,CWE-601	@angular/ssr	medium	GHSA-69xr-m8h6-h664
CWE-22,CWE-61	@anthropic-ai/claude-code	high	GHSA-vp62-r36r-9xqp
CWE-22,CWE-73	flowise-components	high	GHSA-88pr-878c-24wf
CWE-22,CWE-73	i18next-fs-backend	high	GHSA-8847-338w-5hcj
CWE-22,CWE-73	network-ai	high	GHSA-2fmp-9rvw-hc96
CWE-22,CWE-73	openclaw	medium	GHSA-mr34-9552-qr95
CWE-22,CWE-73	pnpm	high	GHSA-72r4-9c5j-mj57
CWE-22,CWE-73	pnpm	high	GHSA-fr4h-3cph-29xv
CWE-22,CWE-73	pnpm	high	GHSA-v23m-ccfg-pq9h
CWE-22,CWE-73	pnpm	medium	GHSA-4gxm-v5v7-fqc4
CWE-22,CWE-73,CWE-200	claude-faf-mcp	high	GHSA-rr55-jp92-8wp2
CWE-22,CWE-73,CWE-200	faf-mcp	high	GHSA-j4r7-8ph4-43g3
CWE-22,CWE-73,CWE-200	grok-faf-mcp	high	GHSA-cc2g-gq8c-r332
CWE-22,CWE-73,CWE-94	pnpm	high	GHSA-vq4v-j7r6-jq4m
CWE-22,CWE-74	i18next-http-backend	medium	GHSA-q89c-q3h5-w34g
CWE-22,CWE-74	i18next-locize-backend	medium	GHSA-mgcp-mfp8-3q45
CWE-22,CWE-770,CWE-862,CWE-918	@cardano402/mcp-server	low	GHSA-rp72-5v5q-2446
CWE-22,CWE-829	electerm	critical	GHSA-f77v-9vpc-6pjm
CWE-22,CWE-829,CWE-918	orval	high	GHSA-cxq5-97v7-87j8
CWE-22,CWE-862	vitest	critical	GHSA-5xrq-8626-4rwp
CWE-22,CWE-863	openclaw	medium	GHSA-jf25-7968-h2h5
CWE-22,CWE-89,CWE-915,CWE-1284	kysely	high	GHSA-pv5w-4p9q-p3v2
CWE-22,CWE-918	i18next-http-middleware	high	GHSA-jfgf-83c5-2c4m
CWE-284,CWE-918	openclaw	medium	GHSA-2hfg-4fh4-qp7f
CWE-289,CWE-918	axios	high	GHSA-pjwm-pj3p-43mv
CWE-290,CWE-348,CWE-918,CWE-1327	9router	high	GHSA-86m2-fcxq-5q7c
CWE-306,CWE-918	9router	high	GHSA-8g4w-4ffg-8vgx
CWE-346,CWE-918	@angular/platform-server	high	GHSA-xrxm-cp7j-8xf6
CWE-350,CWE-918	openclaw	medium	GHSA-xq94-r468-qwgj
CWE-367,CWE-918	@budibase/backend-core	high	GHSA-gfq7-5x4g-3xhf
CWE-367,CWE-918	@budibase/server	high	GHSA-v42f-v8xc-j435
CWE-367,CWE-918	ghost	medium	GHSA-ch52-px8q-f22j
CWE-367,CWE-918	n8n-mcp	high	GHSA-cmrh-wvq6-wm9r
CWE-441,CWE-918	magicmirror	medium	GHSA-w6x9-28jw-hq7j
CWE-441,CWE-918	nocodb	medium	GHSA-hmcr-rmjq-47qr
CWE-601,CWE-918	openclaw	medium	GHSA-f7fh-qg34-x2xh
CWE-73,CWE-918	nodemailer	high	GHSA-p6gq-j5cr-w38f
CWE-77,CWE-78	dbgate-api	critical	GHSA-wm5r-5qp3-5vxf
CWE-77,CWE-78	degit	high	GHSA-77c7-pq4r-6mcq
CWE-77,CWE-78	shell-quote	critical	GHSA-w7jw-789q-3m8p
CWE-78	@apostrophecms/cli	medium	GHSA-hcwq-x9fw-8cfq
CWE-78	@cyclonedx/cyclonedx-npm	high	GHSA-v75r-vx73-82pj
CWE-78	@evomap/evolver	critical	GHSA-j5w5-568x-rq53
CWE-78	@evomap/evolver	high	GHSA-jxh8-jh77-xh6g
CWE-78	@n8n/computer-use	medium	GHSA-4v35-78jc-648r
CWE-78	@nocobase/plugin-backups	medium	GHSA-p853-83gj-wjj3
CWE-78	@ooples/token-optimizer-mcp	high	GHSA-49mq-fc6q-3h46
CWE-78	@profullstack/mcp-server	critical	GHSA-v6wj-c83f-v46x
CWE-78	@wdio/browserstack-service	critical	GHSA-5c46-x3qw-q7j7
CWE-78	agentic-flow	high	GHSA-vcv2-r9jh-99m5
CWE-78	automagik-genie	high	GHSA-64vr-4gr2-m642
CWE-78	aws-cdk-lib	high	GHSA-999r-qq7v-r334
CWE-78	aws-cdk-lib	high	GHSA-vcrf-j523-4mrf
CWE-78	electerm	high	GHSA-v5ff-xmfp-p245
CWE-78	electron	medium	GHSA-f2r8-jv7c-xqmp
CWE-78	gemini-mcp-tool	critical	GHSA-4h5r-5jm8-jxjm
CWE-78	jsii-diff	high	GHSA-h738-vh6g-q8gh
CWE-78	jsii-diff	high	GHSA-wcx4-wpfv-mc5c
CWE-78	n8n	high	GHSA-rcv6-pvrj-4xcg
CWE-78	n8n	medium	GHSA-fpg6-x68q-5793
CWE-78	network-ai	critical	GHSA-qw6v-5fcf-5666
CWE-78	node-ts-ocr	high	GHSA-8jh2-3mw6-6pfm
CWE-78	openclaw	medium	GHSA-j6c7-3h5x-99g9
CWE-78	protobufjs-cli	high	GHSA-f84p-cvgm-xgjj
CWE-78	systeminformation	high	GHSA-5xpp-75jx-m839
CWE-78	systeminformation	high	GHSA-hvx9-hwr7-wjj9
CWE-78,CWE-150	shescape	critical	GHSA-w4hw-qcx7-56pr
CWE-78,CWE-155	shescape	medium	GHSA-6v4m-fw66-8r4x
CWE-78,CWE-184	openclaw	low	GHSA-cwpp-5962-q4f6
CWE-78,CWE-200,CWE-284,CWE-367	openclaw	high	GHSA-mhq8-78pj-5j79
CWE-78,CWE-269,CWE-284,CWE-863	openclaw	high	GHSA-5cj2-3jr2-5h77
CWE-78,CWE-284	openclaw	medium	GHSA-qh2f-99mv-mrcf
CWE-78,CWE-306	9router	critical	GHSA-fhh6-4qxv-rpqj
CWE-78,CWE-306,CWE-352	claude-code-templates	high	GHSA-79wm-x847-7cvg
CWE-78,CWE-494,CWE-829	pnpm	high	GHSA-gj8w-mvpf-x27x
CWE-78,CWE-693,CWE-863	praisonai	high	GHSA-5jv7-2mjm-h6qj
CWE-78,CWE-693,CWE-863	praisonai	high	GHSA-vjv9-7m7j-h833
CWE-78,CWE-79	@lobehub/lobehub	medium	GHSA-xq4x-622m-q8fq
CWE-78,CWE-862	9router	critical	GHSA-g6g7-pvmx-m74p
CWE-78,CWE-88	@cyclonedx/cdxgen	medium	GHSA-5vwr-qchf-q4pf
CWE-78,CWE-88	@grackle-ai/runtime-sdk	high	GHSA-vv65-f55v-xm6g
CWE-78,CWE-88	electerm	high	GHSA-q4p8-8j9m-8hxj
CWE-78,CWE-94	claude-code-cache-fix	high	GHSA-g3xq-3gmv-qq8g
CWE-78,CWE-94,CWE-250,CWE-284,CWE-693	openlearnx	high	GHSA-8h25-q488-4hxw
CWE-78,CWE-94,CWE-284,CWE-829	openclaw	high	GHSA-v6r2-jh58-xx6w
CWE-862,CWE-918	openclaw	medium	GHSA-527m-976r-jf79
CWE-862,CWE-918	openclaw	medium	GHSA-536q-mj95-h29h
CWE-862,CWE-918	openclaw	medium	GHSA-rj2p-j66c-mgqh
CWE-918	@aborruso/ckan-mcp-server	medium	GHSA-g84h-j7jj-x32p
CWE-918	@angular/platform-server	high	GHSA-rfh7-fxqc-q52v
CWE-918	@apify/actors-mcp-server	high	GHSA-6gr2-qh89-hxwm
CWE-918	@astrojs/cloudflare	low	GHSA-88gm-j2wx-58h6
CWE-918	@astrojs/netlify	medium	GHSA-529g-xq4f-cw38
CWE-918	@asymmetric-effort/specifyjs	high	GHSA-8882-frvv-92w4
CWE-918	@asymmetric-effort/specifyjs	medium	GHSA-2944-57xv-2682
CWE-918	@asymmetric-effort/specifyjs	medium	GHSA-j5qp-p44g-2m49
CWE-918	@asymmetric-effort/specifyjs	medium	GHSA-xw57-23p8-9wc5
CWE-918	@budibase/server	high	GHSA-4q6h-8p4v-67vq
CWE-918	@budibase/server	high	GHSA-5fpj-28rv-84r7
CWE-918	@budibase/server	high	GHSA-fgqv-jh4g-pvg2
CWE-918	@budibase/server	high	GHSA-g6qx-g4pr-92v7
CWE-918	@budibase/server	high	GHSA-rpj4-7x2v-wjrf
CWE-918	@budibase/server	high	GHSA-xg5g-26x8-cvf4
CWE-918	@budibase/server	medium	GHSA-cv96-5348-p5p8
CWE-918	@budibase/server	medium	GHSA-hfhx-w8p8-4hc7
CWE-918	@contentful/mcp-server	high	GHSA-2xhg-73j7-rrgx
CWE-918	@dadigua/hyperchat	medium	GHSA-r2jq-4h3x-rfj6
CWE-918	@frontmcp/adapters	medium	GHSA-8q49-2h5h-434x
CWE-918	@haxtheweb/haxcms-nodejs	high	GHSA-q862-gcgq-5m6g
CWE-918	@jshookmcp/jshook	medium	GHSA-c5r6-m4mr-8q5j
CWE-918	@karakeep/sdk	high	GHSA-7rx4-c5vx-g8w3
CWE-918	@lobehub/lobehub	critical	GHSA-xmwj-c75x-6346
CWE-918	@merill/lokka	high	GHSA-g2gw-q38m-vjfc
CWE-918	@novu/application-generic	medium	GHSA-vg6v-j97m-h5xq
CWE-918	@papra/webhooks	low	GHSA-5g86-85rp-f9hx
CWE-918	@platejs/docx-io	high	GHSA-4q39-2jhr-7qx8
CWE-918	@steipete/summarize	medium	GHSA-2r69-qgv3-hr65
CWE-918	@steipete/summarize	medium	GHSA-3vx2-vqx8-jxfg
CWE-918	@sync-in/server	high	GHSA-q4x5-8cj6-52wg
CWE-918	@tak-ps/cloudtak	high	GHSA-r95q-fp26-h3hc
CWE-918	@tak-ps/cloudtak	medium	GHSA-vqrw-qphh-p34v
CWE-918	@utcp/http	medium	GHSA-r8j5-8747-88cm
CWE-918	@wonderwhy-er/desktop-commander	low	GHSA-5xx3-j724-wmx5
CWE-918	apostrophe	high	GHSA-pr28-mf3q-qpg6
CWE-918	apostrophe	low	GHSA-34pj-2622-jvxq
CWE-918	auth-fetch-mcp	high	GHSA-hv85-774v-26fg
CWE-918	auth-fetch-mcp	high	GHSA-pvrj-8cg3-j5f8
CWE-918	axios	medium	GHSA-m7pr-hjqh-92cm
CWE-918	budibase	high	GHSA-xh5j-727m-w6gg
CWE-918	budibase	medium	GHSA-6964-pp88-6wp9
CWE-918	deepseek-tui	critical	GHSA-6v2g-fpxh-pmmh
CWE-918	deepseek-tui	high	GHSA-96ff-gc8g-wpvg
CWE-918	directus	high	GHSA-j5h6-vqc3-phqh
CWE-918	dssrf	high	GHSA-5846-7qm3-r52j
CWE-918	electron	medium	GHSA-v64r-4m7r-3mvq
CWE-918	fuxa-server	high	GHSA-w86f-rf9w-h3x6
CWE-918	ghost	medium	GHSA-g366-23fw-ggp6
CWE-918	ghost	medium	GHSA-gcvv-72q8-9v76
CWE-918	ghost	medium	GHSA-x5mm-wm4g-j5xv
CWE-918	link-preview-js	high	GHSA-4gp8-rjrq-ch6q
CWE-918	link-preview-js	high	GHSA-cpjf-6666-r8fx
CWE-918	magicmirror	critical	GHSA-ph6f-2cvq-79hq
CWE-918	magicmirror	medium	GHSA-998g-7v5w-cr7g
CWE-918	mcp-searxng	high	GHSA-mrvx-jmjw-vggc
CWE-918	mcp-searxng	medium	GHSA-q87f-qc2r-2gw4
CWE-918	n8n	medium	GHSA-3875-8gcx-7v46
CWE-918	n8n	medium	GHSA-38fj-36m5-783c
CWE-918	n8n	medium	GHSA-9w78-79q7-r4fp
CWE-918	n8n	medium	GHSA-vhf8-cg2h-cg3p
CWE-918	n8n-mcp	high	GHSA-56c3-vfp2-5qqj
CWE-918	next	high	GHSA-89xv-2m56-2m9x
CWE-918	next	high	GHSA-c4j6-fc7j-m34r
CWE-918	next	high	GHSA-p9j2-gv94-2wf4
CWE-918	nocodb	medium	GHSA-2c5x-4jgf-88mj
CWE-918	nocodb	medium	GHSA-gprh-27j3-g5h4
CWE-918	nocodb	medium	GHSA-h6vv-pcq8-7xm4
CWE-918	nocodb	medium	GHSA-w43h-r5m5-p832
CWE-918	nuxt-og-image	low	GHSA-c2rm-g55x-8hr5
CWE-918	openclaw	low	GHSA-j4c5-89f5-f3pm
CWE-918	openclaw	medium	GHSA-2767-2q9v-9326
CWE-918	openclaw	medium	GHSA-2hh7-c75g-qj2r
CWE-918	openclaw	medium	GHSA-c4qg-j8jg-42q5
CWE-918	openclaw	medium	GHSA-qvmw-h675-h7qg
CWE-918	openclaw	medium	GHSA-r747-33r4-rmjw
CWE-918	openclaw	medium	GHSA-vqx6-6j84-2794
CWE-918	signalk-server	medium	GHSA-q59x-jc9f-gfqf
CWE-918	sillytavern	high	GHSA-qg89-qwwh-5f3j
CWE-918	sillytavern	medium	GHSA-ccfq-2454-f5xw
CWE-918	ssrfcheck	high	GHSA-p4hc-9pjh-55c8
CWE-918	unleash-server	medium	GHSA-5vf6-jrqr-78fj
CWE-918,CWE-1188	openclaw	medium	GHSA-53vx-pmqw-863c
CWE-918,CWE-1286,CWE-1389	@fedify/fedify	high	GHSA-xw9q-2mv6-9fr8
CWE-918,CWE-1389	flowise	high	GHSA-c6xh-wv4j-ppv5
